74;79.41
346;79.41
618;81.82
882;84.38
1138;81.82
1402;81.82
1666;81.82
1930;79.41
2202;81.82
2466;84.38
2722;81.82
2986;84.38
3242;81.82
3506;84.38
3762;81.82
4026;79.41
4298;79.41
4570;79.41
4842;79.41
5114;79.41
5386;79.41
5658;79.41
5930;81.82
6194;81.82
6458;79.41
6730;79.41
7002;81.82
7266;84.38
7522;84.38
7778;87.1
8026;87.1
8274;87.1
8522;84.38
8778;79.41
9050;77.14
9330;81.82
9594;77.14
9874;77.14
10154;77.14
10434;77.14
10714;79.41
10986;79.41
11258;79.41
11530;79.41
11802;77.14
12082;77.14
12362;77.14
12642;77.14
12922;75.0
13210;75.0
13498;77.14
13778;77.14
14058;79.41
14330;77.14
14610;81.82
14874;77.14
15154;77.14
15434;79.41
15706;77.14
15986;77.14
16266;71.05
16570;72.97
16866;72.97
17162;75.0
17450;77.14
17730;77.14
18010;79.41
18282;77.14
18562;75.0
18850;75.0
19138;79.41
19410;77.14
19690;75.0
19978;72.97
20274;75.0
20562;79.41
20834;77.14
21114;77.14
21394;72.97
21690;71.05
21994;71.05
22298;72.97
22594;71.05
22898;71.05
23202;75.0
23490;75.0
23778;77.14
24058;75.0
24346;71.05
24650;72.97
24946;72.97
25242;71.05
25546;77.14
25826;81.82
26090;81.82
26354;81.82
26618;81.82
26882;77.14
27162;75.0
27450;75.0
27738;72.97
28034;72.97
28330;71.05
28634;75.0
28922;75.0
29210;75.0
29498;75.0
29786;72.97
30082;72.97
30378;72.97
30674;77.14
30954;81.82
31218;77.14
31498;75.0
31786;72.97
32082;72.97
32378;72.97
32674;71.05
32978;69.23
33290;72.97
33586;77.14
33866;75.0
34154;75.0
34442;77.14
34722;24.11
35618;65.85
35946;69.23
36258;142.11
36410;128.57
36578;142.11
36730;135.0
36890;72.97
37186;75.0
37474;75.0
37762;72.97
38058;72.97
38354;69.23
38666;69.23
38978;75.0
39266;75.0
39554;77.14
39834;75.0
40122;77.14
40402;77.14
40682;77.14
40962;77.14
41242;75.0
41530;72.97
41826;69.23
42138;72.97
42434;69.23
42746;67.5
43066;71.05
43370;72.97
43666;77.14
43946;79.41
44218;81.82
44482;79.41
44754;77.14
45034;81.82
45298;81.82
45562;79.41
45834;77.14
46114;77.14
46394;79.41
46666;77.14
46946;65.85
47274;65.85
47602;65.85
47930;67.5
48250;72.97
48546;72.97
48842;72.97
49138;75.0
49426;75.0
49714;77.14
49994;77.14
50274;77.14
50554;75.0
50842;75.0
51130;72.97
51426;75.0
51714;75.0
52002;72.97
52298;72.97
52594;72.97
52890;75.0
53178;77.14
53458;79.41
53730;77.14
54010;81.82
54274;79.41
54546;79.41
54818;79.41
55090;75.0
55378;72.97
55674;75.0
55962;79.41
56234;79.41
56506;81.82
56770;81.82
57034;81.82
57298;79.41
57570;79.41
57842;79.41
58114;77.14
58394;81.82
58658;75.0
58946;75.0
59234;75.0
59522;79.41
59794;87.1
60042;84.38
60298;90.0
60538;90.0
60778;90.0
61018;87.1
61266;90.0
61506;87.1
61754;90.0
61994;81.82
62258;84.38
62514;87.1
62762;84.38
63018;87.1
63266;90.0
63506;84.38
63762;90.0
64002;87.1
64250;87.1
64498;93.1
64730;90.0
64970;93.1
65202;93.1
65434;90.0
65674;96.43
65898;93.1
66130;100.0
66346;100.0
66562;100.0
66778;90.0
67018;90.0
67258;84.38
67514;77.14
67794;77.14
68074;79.41
68346;81.82
68610;87.1
68858;87.1
69106;93.1
69338;93.1
69570;96.43
69794;96.43
70018;93.1
70250;90.0
70490;87.1
70738;84.38
70994;81.82
71258;81.82
71522;84.38
71778;77.14
72058;81.82
72322;84.38
72578;81.82
72842;87.1
73090;87.1
73338;84.38
73594;87.1
73842;81.82
74106;79.41
74378;81.82
74642;81.82
74906;84.38
75162;81.82
75426;81.82
75690;81.82
75954;81.82
76218;81.82
76482;84.38
76738;87.1
76986;84.38
77242;87.1
77490;90.0
77730;93.1
77962;93.1
78194;93.1
78426;90.0
78666;90.0
78906;90.0
79146;84.38
79402;87.1
79650;87.1
79898;84.38
80154;81.82
80418;84.38
80674;84.38
80930;87.1
81178;87.1
81426;87.1
81674;90.0
81914;87.1
82162;93.1
82394;93.1
82626;96.43
82850;90.0
83090;87.1
83338;87.1
83586;81.82
83850;84.38
84106;84.38
84362;87.1
84610;90.0
84850;87.1
85098;87.1
85346;90.0
85586;87.1
85834;90.0
86074;81.82
86338;81.82
86602;87.1
86850;84.38
87106;87.1
87354;87.1
87602;87.1
87850;90.0
88090;87.1
88338;87.1
88586;87.1
88834;87.1
89082;87.1
89330;84.38
89586;77.14
89866;84.38
90122;81.82
90386;77.14
90666;84.38
90922;87.1
91170;84.38
91426;84.38
91682;79.41
91954;79.41
92226;81.82
92490;87.1
92738;84.38
92994;81.82
93258;81.82
93522;79.41
93794;81.82
94058;87.1
94306;87.1
94554;79.41
94826;72.97
95122;71.05
95426;69.23
95738;69.23
96050;75.0
96338;79.41
96610;81.82
96874;42.86
97378;87.1
97626;87.1
97874;90.0
98114;87.1
98362;93.1
98594;90.0
98834;90.0
99074;87.1
99322;87.1
99570;87.1
99818;87.1
100066;90.0
100306;84.38
100562;84.38
100818;81.82
101082;77.14
101362;81.82
101626;87.1
101874;84.38
102130;79.41
102402;75.0
102690;72.97
102986;62.79
103330;67.5
103650;65.85
103978;64.29
104314;61.36
104666;60.0
105026;67.5
105346;71.05
105650;69.23
105962;65.85
106290;60.0
106650;60.0
107010;61.36
107362;62.79
107706;62.79
108050;62.79
108394;65.85
108722;65.85
109050;61.36
109402;61.36
109754;65.85
110082;65.85
110410;62.79
110754;67.5
111074;62.79
111418;61.36
111770;67.5
112090;69.23
112402;62.79
112746;61.36
113098;64.29
113434;62.79
113778;71.05
114082;71.05
114386;65.85
114714;67.5
115034;67.5
115354;64.29
115690;61.36
116042;62.79
116386;62.79
116730;64.29
117066;61.36
117418;62.79
117762;67.5
118082;64.29
118418;62.79
118762;60.0
119122;58.7
119490;62.79
119834;64.29
120170;61.36
120522;62.79
120866;62.79
121210;62.79
121554;62.79
121898;61.36
122250;60.0
122610;71.05
122914;69.23
123226;69.23
123538;61.36
123890;64.29
124226;69.23
124538;69.23
124850;71.05
125154;69.23
125466;64.29
125802;62.79
126146;67.5
126466;72.97
126762;69.23
127074;69.23
127386;61.36
127738;61.36
128090;61.36
128442;62.79
128786;67.5
129106;72.97
129402;77.14
129682;75.0
129970;72.97
130266;69.23
130578;62.79
130922;62.79
131266;61.36
131618;69.23
131930;67.5
132250;75.0
132538;72.97
132834;71.05
133138;65.85
133466;65.85
133794;58.7
134162;57.45
134538;61.36
134890;61.36
135242;61.36
135594;64.29
135930;65.85
136258;67.5
136578;65.85
136906;61.36
137258;64.29
137594;64.29
137930;64.29
138266;61.36
138618;61.36
138970;61.36
139322;64.29
139658;67.5
139978;71.05
140282;71.05
140586;69.23
140898;65.85
141226;64.29
141562;64.29
141898;61.36
142250;61.36
142602;62.79
142946;64.29
143282;62.79
143626;58.7
143994;58.7
144362;64.29
144698;62.79
145042;60.0
145402;62.79
145746;62.79
146090;61.36
146442;60.0
146802;58.7
147170;65.85
147498;67.5
147818;65.85
148146;65.85
148474;61.36
148826;65.85
149154;67.5
149474;67.5
149794;65.85
150122;64.29
150458;67.5
150778;67.5
151098;64.29
151434;62.79
151778;62.79
152122;67.5
152442;67.5
152762;65.85
153090;69.23
153402;64.29
153738;60.0
154098;60.0
154458;57.45
154834;67.5
155154;65.85
155482;65.85
155810;65.85
156138;72.97
156434;72.97
156730;71.05
157034;67.5
157354;65.85
157682;64.29
158018;61.36
158370;62.79
158714;62.79
159058;71.05
159362;72.97
159658;69.23
159970;67.5
160290;67.5
160610;65.85
160938;72.97
161234;77.14
161514;77.14
161794;75.0
162082;69.23
162394;69.23
162706;65.85
163034;65.85
163362;64.29
163698;72.97
163994;75.0
164282;75.0
164570;79.41
164842;75.0
165130;71.05
165434;65.85
165762;65.85
166090;69.23
166402;69.23
166714;65.85
167042;71.05
167346;71.05
167650;71.05
167954;69.23
168266;67.5
168586;65.85
168914;72.97
169210;69.23
169522;69.23
169834;65.85
170162;65.85
170490;71.05
170794;71.05
171098;69.23
171410;65.85
171738;65.85
172066;67.5
172386;65.85
172714;65.85
173042;61.36
173394;62.79
173738;65.85
174066;67.5
174386;69.23
174698;71.05
175002;71.05
175306;65.85
175634;65.85
175962;62.79
176306;60.0
176666;60.0
177026;65.85
177354;71.05
177658;69.23
177970;67.5
178290;61.36
178642;62.79
178986;64.29
179322;67.5
179642;67.5
179962;69.23
180274;65.85
180602;67.5
180922;64.29
181258;62.79
181602;67.5
181922;67.5
182242;67.5
182562;64.29
182898;62.79
183242;64.29
183578;62.79
183922;65.85
184250;65.85
184578;65.85
184906;69.23
185218;72.97
185514;75.0
185802;79.41
186074;71.05
186378;69.23
186690;65.85
187018;64.29
187354;62.79
187698;69.23
188010;67.5
188330;65.85
188658;69.23
188970;69.23
189282;69.23
189594;64.29
189930;65.85
190258;65.85
190586;62.79
190930;67.5
191250;65.85
191578;64.29
191914;62.79
192258;62.79
192602;65.85
192930;64.29
193266;64.29
193602;65.85
193930;62.79
194274;65.85
194602;65.85
194930;64.29
195266;64.29
195602;61.36
195954;61.36
196306;65.85
196634;65.85
196962;65.85
197290;64.29
197626;67.5
197946;65.85
198274;65.85
198602;71.05
198906;69.23
199218;69.23
199530;71.05
199834;69.23
200146;67.5
200466;64.29
200802;69.23
201114;67.5
201434;67.5
201754;69.23
202066;69.23
202378;67.5
202698;64.29
203034;65.85
203362;69.23
203674;69.23
203986;71.05
204290;75.0
204578;77.14
204858;84.38
205114;84.38
205370;90.0
205610;84.38
205866;87.1
206114;90.0
206354;81.82
206618;65.85
206946;62.79
207290;62.79
207634;61.36
207986;61.36
208338;65.85
208666;64.29
209002;65.85
209330;69.23
209642;69.23
209954;65.85
210282;64.29
210618;64.29
210954;64.29
211290;65.85
211618;65.85
211946;64.29
212282;64.29
212618;67.5
212938;65.85
213266;71.05
213570;72.97
213866;77.14
214146;77.14
214426;71.05
214730;64.29
215066;64.29
215402;61.36
215754;67.5
216074;65.85
216402;69.23
216714;64.29
217050;62.79
217394;64.29
217730;65.85
218058;64.29
218394;65.85
218722;64.29
219058;65.85
219386;65.85
219714;65.85
220042;64.29
220378;69.23
220690;65.85
221018;65.85
221346;71.05
221650;71.05
221954;69.23
222266;65.85
222594;67.5
222914;69.23
223226;67.5
223546;69.23
223858;69.23
224170;67.5
224490;71.05
224794;67.5
225114;69.23
225426;67.5
225746;67.5
226066;65.85
226394;69.23
226706;64.29
227042;65.85
227370;65.85
